[2026-09-17 10:40:20:162] LuaNPC: ID:999999999 执行 startup player: 耗时：47; NpcThreadId: 75620, CurPlayThreadId: 75620
[2026-09-17 10:58:06:278] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 80748, CurPlayThreadId: 80748
[2026-09-17 10:58:06:669] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 80748, CurPlayThreadId: 80748
[2026-09-17 10:58:07:157] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 80748, CurPlayThreadId: 80748
[2026-09-17 10:58:08:998] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 80748, CurPlayThreadId: 80748

[2026-09-17 10:58:09:497] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 80748, CurPlayThreadId: 80748

[2026-09-17 10:58:14:284] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 80748, CurPlayThreadId: 80748
[2026-09-17 10:58:14:655] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 80748, CurPlayThreadId: 80748
[2026-09-17 10:58:15:169] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：47; NpcThreadId: 80748, CurPlayThreadId: 80748
[2026-09-17 10:58:15:644] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：32; NpcThreadId: 80748, CurPlayThreadId: 80748
[2026-09-17 10:58:16:517] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：32; NpcThreadId: 80748, CurPlayThreadId: 80748
[2026-09-17 10:58:16:999] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 80748, CurPlayThreadId: 80748
[2026-09-17 10:58:17:379] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 80748, CurPlayThreadId: 80748
[2026-09-17 10:58:18:840] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：32; NpcThreadId: 80748, CurPlayThreadId: 80748
[2026-09-17 10:58:18:880] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 80748, CurPlayThreadId: 80748

[2026-09-17 10:58:20:175] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 80748, CurPlayThreadId: 80748
[2026-09-17 10:58:21:049] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 80748, CurPlayThreadId: 80748
[2026-09-17 10:58:21:079] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 80748, CurPlayThreadId: 80748
[2026-09-17 10:58:21:530] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 80748, CurPlayThreadId: 80748
[2026-09-17 10:58:22:410] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 80748, CurPlayThreadId: 80748
[2026-09-17 10:58:23:403] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 80748, CurPlayThreadId: 80748
[2026-09-17 10:58:23:451] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：47; NpcThreadId: 80748, CurPlayThreadId: 80748

[2026-09-17 10:58:24:279] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：47; NpcThreadId: 80748, CurPlayThreadId: 80748
[2026-09-17 10:58:24:333] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 80748, CurPlayThreadId: 80748
[2026-09-17 10:58:24:670] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 80748, CurPlayThreadId: 80748
[2026-09-17 10:58:27:577] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 80748, CurPlayThreadId: 80748
[2026-09-17 10:58:28:453] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 80748, CurPlayThreadId: 80748

[2026-09-17 11:05:56:624] LuaNPC:玩家名字 ID:999999999 执行 clicknpc player:玩家名字 耗时：31; NpcThreadId: 80748, CurPlayThreadId: 80748

[2026-09-17 11:06:41:856] LuaNPC:玩家名字 ID:999999999 执行 handlerequest player:玩家名字 耗时：31; NpcThreadId: 80748, CurPlayThreadId: 80748
[2026-09-17 11:06:41:856] [玩家名字]Lua执行耗时过高:31ms msgid:105 105 105 0 

[2026-09-17 11:06:44:653] LuaNPC:玩家名字 ID:999999999 执行 handlerequest player:玩家名字 耗时：31; NpcThreadId: 80748, CurPlayThreadId: 80748
[2026-09-17 11:06:44:653] [玩家名字]Lua执行耗时过高:31ms msgid:105 6 6 0 

[2026-09-17 11:07:18:104] LuaNPC:玩家名字 ID:999999999 执行 handlerequest player:玩家名字 耗时：63; NpcThreadId: 80748, CurPlayThreadId: 80748
[2026-09-17 11:07:18:104] [玩家名字]Lua执行耗时过高:63ms msgid:100 21 1 0 

[2026-09-17 11:08:15:527] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 80748, CurPlayThreadId: 80748

[2026-09-17 11:08:22:792] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 80748, CurPlayThreadId: 80748

